"pmcid","pmid","date_published","title"
"PMC5084004","27740591","20161008","Effects of Phytoestrogen Extracts Isolated from Elder Flower on Hormone"
"PMC5065613","27722840","20161008","Progesterone receptor positivity is a predictor of long-term benefit from"
"PMC5784426","27714708","20161007","Clinical and therapeutic relevance of the metabolic oncogene fatty acid synthase "
"PMC5066869","27785020","20161007","Increasing roughness of the human breast cancer cell membrane through"
"PMC5059054","27749552","20161007","Effect of BRCA germline mutations on breast cancer prognosis: A systematic review"
"PMC5541677","27986345","20161006","Morphologic Features of Magnetic Resonance Imaging as a Surrogate of Capsular"
"PMC5087439","27782067","20161006","One Step Assembly of Thin Films of Carbon Nanotubes on Screen Printed Interface"
"PMC5087040","27791031","20161006","FOXA1 overexpression mediates endocrine resistance by altering the ER"
"PMC5441301","27707838","20161005","Activation of STING-Dependent Innate Immune Signaling By S-Phase-Specific DNA"
"PMC5421989","27709403","20161005","Variation in the Types of Providers Participating in Breast Cancer Follow-up"
"PMC5363541","27736797","20161005","Human epidermal growth factor receptor 4 (HER4) is a favorable prognostic marker "
"PMC5065610","27709351","20161005","Adverse effects of non-hormonal pharmacological interventions in breast cancer"
"PMC5065601","27709352","20161005","A prospective study to assess the clinical utility of serum HER2 extracellular"
"PMC5053212","27716311","20161005","Novel mammographic image features differentiate between interval and"
"PMC5051717","27706242","20161005","The Significance of Serum HER2 Levels at Diagnosis on Intrinsic Subtype-Specific "
"PMC5356658","27713164","20161004","Upregulation of HSF1 in estrogen receptor positive breast cancer."
"PMC5342001","27713154","20161004","NRF2 promotes breast cancer cell proliferation and metastasis by increasing"
"PMC5189982","27704226","20161004","Impact of neoadjuvant therapy on eligibility for and frequency of breast"
"PMC5049844","27701469","20161004","Impact of TNF-α (rs1800629) and IL-6 (rs1800795) Polymorphisms on Cognitive"
"PMC5347728","27716627","20161003","Precise ERBB2 copy number assessment in breast cancer by means of molecular"
"PMC5256407","27698251","20161003","Critical evaluation of KCNJ3 gene product detection in human breast cancer: mRNA "
"PMC5119984","27700016","20161003","Body mass index, weight change, and risk of second primary breast cancer in the"
"PMC5103621","27699555","20161003","Adjuvant Radiation Use in Older Women With Early Stage Breast Cancer at Johns"
"PMC5048645","27716369","20161003","Patient survival and tumor characteristics associated with CHEK2:p.I157T –"
"PMC5047528","27695115","20161003","Comparison of the Ability of Different Clinical Treatment Scores to Estimate"
"PMC5605796","27532824","","ESR1 Mutations in Cell-Free DNA of Breast Cancer: Predictive “Tip of the"
"PMC5538357","27593245","","Clinical PET-MR Imaging in Breast Cancer and Lung Cancer."
"PMC5268085","27842327","","Construction and Validation of a Multi-Institutional Tissue Microarray of Breast "
"PMC5063766","27737975","","Identification and management of women with a family history of breast cancer:"
"PMC5063698","27532364","","Prevalence of ESR1 Mutations in Cell-Free DNA and Outcomes in Metastatic Breast"
"PMC5054975","27759847","201610","A phase III, randomized, non-inferiority study comparing the efficacy and safety "
"PMC5050126","27151988","","Detection of HER2-Positive Metastases in Patients with HER2-Negative Primary"
"PMC5040194","27573429","","Central obesity increases risk of breast cancer irrespective of menopausal and"
"PMC5014393","27598802","","Timing of radiotherapy and chemotherapy after breast-conserving surgery for"
"PMC5342773","27708239","20160930","FOXC1 identifies basal-like breast cancer in a hereditary breast cancer cohort."
"PMC5342769","27708222","20160930","Epithelial cells captured from ductal carcinoma in situ reveal a gene expression "
"PMC5085698","27706044","20160930","Detection and Characterization of Circulating Tumor Associated Cells in"
"PMC5044808","27651382","20160930","Associations of the Transforming Growth Factor β/Smad Pathway, Body Mass Index,"
"PMC5410235","27705918","20160929","MicroRNA-382-5p aggravates breast cancer progression by regulating the"
"PMC5340116","27708215","20160929","DACT2 silencing by promoter CpG methylation disrupts its regulation of"
"PMC5117781","27685443","20160929","Axillary lymph node micrometastases decrease triple-negative early breast cancer "
"PMC5061970","27777963","20160929","Crucial Contributions by T Lymphocytes (Effector, Regulatory, and Checkpoint"
"PMC5043623","27687248","20160929","Low expression of galectin-3 is associated with poor survival in node-positive"
"PMC5042460","27685983","20160929","Consensus Analysis of Whole Transcriptome Profiles from Two Breast Cancer Patient"
"PMC5363553","27689334","20160928","Clinicopathological characteristics and long-term prognosis of screening detected"
"PMC5342766","27689331","20160928","Fluorescence-guided surgery of a highly-metastatic variant of human"
"PMC5287030","27683209","20160928","The association between mammographic calcifications and breast cancer prognostic "
"PMC5342597","27765922","20160927","G-protein-coupled receptor 81 promotes a malignant phenotype in breast cancer"
"PMC5342106","27690302","20160927","Identification of novel prognostic indicators for triple-negative breast cancer"
"PMC5344673","27671678","20160926","Spatial proximity to fibroblasts impacts molecular features and therapeutic"
"PMC5342755","27690343","20160926","Should all breast cancer patients with four or more positive lymph nodes who"
"PMC5191940","27686582","20160926","Intracellular delivery and ultrasonic activation of folate receptor-targeted"
"PMC5083734","27666577","20160926","Quantitative diagnosis of HER2 protein expressing breast cancer by"
"PMC5065611","27671991","20160926","Prognostic models in male breast cancer."
"PMC5037867","27670914","20160926","Impact of type of full-field digital image on mammographic density assessment and"
"PMC5576986","27665586","20160924","Breast cancer screening initiation after turning 40 years of age within the"
"PMC5159236","27689900","20160924","Stress Management, Leukocyte Transcriptional Changes and Breast Cancer Recurrence"
"PMC5065580","27665585","20160924","Use of a prospective surveillance model to prevent breast cancer"
"PMC5437722","27663568","20160923","Trends in Neoadjuvant Endocrine Therapy Use and Impact on Rates of Breast"
"PMC5085648","27669228","20160923","Radiological Patterns of Brain Metastases in Breast Cancer Patients: A Subproject"
"PMC5044888","27661018","20160923","Impact of social and clinical factors on diagnostic delay of breast cancer: A"
"PMC5061898","27657341","20160922","The combined endocrine receptor in breast cancer, a novel approach to traditional"
"PMC5037319","27641504","","A Biobank of Breast Cancer Explants with Preserved Intra-tumor Heterogeneity to"
"PMC5342031","27659537","20160921","Cystic brain metastasis is associated with poor prognosis in patients with"
"PMC5341957","27659522","20160921","Multi-cycle chemotherapy with the glycolipid-like polymeric micelles evade cancer"
"PMC5329168","27654970","20160921","Cost-effectiveness analysis of 1st through 3rd line sequential targeted therapy"
"PMC5031307","27654859","20160921","Mammographic density and breast cancer risk: a mediation analysis."
"PMC5374186","27651141","20160920","Investigating the prediction value of multiparametric magnetic resonance imaging "
"PMC5055214","27666119","20160920","Prognostic and therapeutic value of mitochondrial serine"
"PMC5036603","27703348","20160920","Stealth, biocompatible monoolein-based lyotropic liquid crystalline nanoparticles"
"PMC5029922","27648567","20160920","Clinicopathological Features and Prognostic Factors Affecting Survival Outcomes"
"PMC5029866","27649496","20160920","Automated Segmentation of Nuclei in Breast Cancer Histopathology Images."
"PMC5029019","27645219","20160920","Beyond breast density: a review on the advancing role of parenchymal texture"
"PMC5028979","27645148","20160920","Primary breast cancer cell culture yields intra-tumor heterogeneous"
"PMC5515286","27578546","20160919","Adherence to diet, physical activity and body weight recommendations and breast"
"PMC5342130","27655689","20160919","Receptor conversion in metastatic breast cancer: a prognosticator of survival."
"PMC5095781","27542569","20160919","FANCM c.5101C>T mutation associates with breast cancer survival and treatment"
"PMC5050233","27647460","20160919","Young adult breast cancer patients have a poor prognosis independent of"
"PMC5034911","27698563","20160919","Functionalized immunostimulating complexes with protein A via lipid vinyl"
"PMC5064835","27640196","20160917","Patterns of Multidisciplinary Care in the Management of Non-metastatic Invasive"
"PMC5027088","27639373","20160917","Phase II trial of hypofractionated VMAT-based treatment for early stage breast"
"PMC5341935","27655671","20160916","IMP1, an mRNA binding protein that reduces the metastatic potential of breast"
"PMC5160017","27635676","20160916","Diet quality of breast cancer survivors after a six-month weight management"
"PMC5084669","27452985","20160915","Patritumab plus trastuzumab and paclitaxel in human epidermal growth factor"
"PMC5030610","27633639","20160915","Exploring effects of presurgical weight loss among women with stage 0–II breast"
"PMC5027988","27635043","","Enhanced survival with implantable scaffolds that capture metastatic breast"
"PMC5025583","27632982","20160915","Prevalence of persistent pain after breast cancer treatment by detection mode"
"PMC5025248","27631501","20160915","Profiling of Small Nucleolar RNAs by Next Generation Sequencing: Potential New"
"PMC5024523","27629831","20160915","Decoding the usefulness of non-coding RNAs as breast cancer markers."
"PMC5024419","27634735","20160915","Prognosis of breast cancer molecular subtypes in routine clinical care: A large"
"PMC5369970","27634883","20160914","RNPC1 enhances progesterone receptor functions by regulating its mRNA stability"
"PMC5341945","27637080","20160914","SASH1 mediates sensitivity of breast cancer cells to chloropyramine and is"
"PMC5023187","27626636","20160914","SPOCK1 Is a Novel Transforming Growth Factor-β–Induced Myoepithelial Marker That "
"PMC5512368","27658390","20160913","Clinically Significant Unclassified Variants in BRCA1 and BRCA2 genes among"
"PMC5356595","27634900","20160913","Comprehensive landscape of subtype-specific coding and non-coding RNA transcripts"
"PMC5356535","27634906","20160913","A gene expression signature of retinoblastoma loss-of-function is a predictive"
"PMC5050247","27624330","20160913","Long-term outcome in young women with breast cancer: a population-based study."
"PMC5037817","27649142","20160913","Targeted Therapies for Brain Metastases from Breast Cancer."
"PMC5020449","27619909","20160913","Prognostic values of negative estrogen or progesterone receptor expression in"
"PMC5512366","27618821","20160912","An Open-Label, Randomized, Parallel, Phase III Trial Evaluating the Efficacy and "
"PMC5017014","27613518","20160909","53BP1 depletion causes PARP inhibitor resistance in ATM-deficient breast cancer"
"PMC5874120","27685105","20160908","Characteristics of quantitative perfusion parameters on dynamic contrast‐enhanced"
"PMC5874112","27685103","20160908","Surface imaging, laser positioning or volumetric imaging for breast cancer with"
"PMC5269496","27631874","20160908","Preventing weight gain in African American breast cancer survivors using smart"
"PMC5021731","27624164","20160908","Subsequent risk of ipsilateral and contralateral invasive breast cancer after"
"PMC5017052","27609180","20160908","IL-1β induces IL-6 production and increases invasiveness and estrogen-independent"
"PMC5016889","27608715","20160908","Plasma exosome microRNAs are indicative of breast cancer."
